# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 17 16:28:38 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
#
rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec
613,HD 47186,b,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297
614,HD 47186,c,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297
615,HD 4732,b,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671
616,HD 4732,c,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671
617,HD 47536,b,06h37m47.62s,99.448410,-32d20m23.0s,-32.339733
618,HD 48265,b,06h40m01.73s,100.007195,-48d32m31.0s,-48.541954
619,HD 49674,b,06h51m30.52s,102.877151,+40d52m03.9s,40.867756
620,HD 50499,b,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562
621,HD 50554,b,06h54m42.82s,103.678436,+24d14m44.0s,24.245558
622,HD 52265,b,07h00m18.04s,105.075150,-05d22m01.8s,-5.367162
623,HD 5319,b,00h55m01.40s,13.755836,+00d47m22.4s,0.789553
624,HD 5319,c,00h55m01.40s,13.755836,+00d47m22.4s,0.789553
625,HD 5583,b,00h57m56.70s,14.486255,+34d59m08.0s,34.985561
626,HD 5608,b,00h58m14.22s,14.559246,+33d57m03.2s,33.950886
627,HD 564,b,00h09m52.82s,2.470091,-50d16m04.2s,-50.267822
628,HD 5891,b,01h00m33.19s,15.138300,+20d17m32.9s,20.292484
629,HD 59686 A,b,07h31m48.40s,112.951653,+17d05m09.8s,17.086046
630,HD 60532,b,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066
631,HD 60532,c,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066
632,HD 62509,b,07h45m18.95s,116.328957,+28d01m34.3s,28.026199
633,HD 63454,b,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969
634,HD 63765,b,07h47m49.72s,116.957161,-54d15m50.9s,-54.264145
635,HD 6434,b,01h04m40.15s,16.167295,-39d29m17.6s,-39.488216
636,HD 65216,b,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324
637,HD 65216,c,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324
638,HD 66141,b,08h02m15.94s,120.566406,+02d20m04.5s,2.334571
639,HD 66428,b,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709
640,HD 67087,b,08h07m39.76s,121.915649,+31d33m04.7s,31.551319
641,HD 67087,c,08h07m39.76s,121.915649,+31d33m04.7s,31.551319
642,HD 6718,b,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706
643,HD 68402,b,08h05m23.69s,121.348717,-74d24m37.5s,-74.410416
644,HD 68988,b,08h18m22.17s,124.592384,+61d27m38.6s,61.460724
645,HD 69830,b,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174
646,HD 69830,c,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174
647,HD 69830,d,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174
648,HD 70573,b,08h22m49.95s,125.708135,+01d51m33.6s,1.859323
649,HD 70642,b,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410
650,HD 7199,b,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164
651,HD 72659,b,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217
652,HD 72892,b,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694
653,HD 73256,b,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626
654,HD 73267,b,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980
655,HD 73526,b,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103
656,HD 73526,c,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103
657,HD 73534,b,08h39m15.80s,129.815842,+12d57m37.4s,12.960376
658,HD 74156,b,08h42m25.12s,130.604675,+04d34m41.2s,4.578097
659,HD 74156,c,08h42m25.12s,130.604675,+04d34m41.2s,4.578097
660,HD 7449,b,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387
661,HD 75289,b,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794
662,HD 75784,b,08h52m23.94s,133.099747,+13d14m00.4s,13.233433
663,HD 75898,b,08h53m50.80s,133.461685,+33d03m24.5s,33.056812
664,HD 76700,b,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995
665,HD 76920,b,08h55m16.82s,133.820068,-67d15m55.7s,-67.265472
666,HD 77338,b,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061
667,HD 7924,b,01h21m59.12s,20.496313,+76d42m37.0s,76.710281
668,HD 7924,c,01h21m59.12s,20.496313,+76d42m37.0s,76.710281
669,HD 7924,d,01h21m59.12s,20.496313,+76d42m37.0s,76.710281
670,HD 79498,b,09h15m09.40s,138.789169,+23d22m32.0s,23.375549
671,HD 80606,b,09h22m37.57s,140.656540,+50d36m13.4s,50.603722
672,HD 81040,b,09h23m47.09s,140.946198,+20d21m52.0s,20.364454
673,HD 81688,b,09h28m39.99s,142.166626,+45d36m05.3s,45.601482
674,HD 82886,b,09h35m45.18s,143.938263,+34d46m50.7s,34.780743
675,HD 82943,b,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546
676,HD 82943,c,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546
677,HD 83443,b,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205
678,HD 8535,b,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802
679,HD 85390,b,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268
680,HD 85512,b,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789
681,HD 8574,b,01h25m12.52s,21.302153,+28d34m00.1s,28.566692
682,HD 86081,b,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422
683,HD 86226,b,09h56m29.85s,149.124359,-24d05m57.8s,-24.099390
684,HD 86264,b,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122
685,HD 8673,b,01h26m08.78s,21.536604,+34d34m46.9s,34.579700
686,HD 86950,b,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023
687,HD 87646,b,10h06m40.77s,151.669861,+17d53m42.4s,17.895103
688,HD 87883,b,10h08m43.14s,152.179749,+34d14m32.1s,34.242260
689,HD 88133,b,10h10m07.68s,152.531982,+18d11m12.7s,18.186871
690,HD 89307,b,10h18m21.29s,154.588699,+12d37m16.0s,12.621108
691,HD 89744,b,10h22m10.56s,155.544006,+41d13m46.3s,41.229530
692,HD 90156,b,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529
693,HD 9174,b,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502
694,HD 92788,b,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756
695,HD 93083,b,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023
696,HD 9446,b,01h33m20.18s,23.334101,+29d15m54.5s,29.265148
697,HD 9446,c,01h33m20.18s,23.334101,+29d15m54.5s,29.265148
698,HD 95086,b,10h57m03.02s,164.262589,-68d40m02.4s,-68.667343
699,HD 95089,b,10h58m47.74s,164.698898,+01d43m45.2s,1.729216
700,HD 95127,b,10h59m35.09s,164.896194,+43d48m52.1s,43.814465
701,HD 95872,b,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977
702,HD 96063,b,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218
703,HD 96127,b,11h05m45.95s,166.441452,+44d18m05.6s,44.301559
704,HD 96167,b,11h05m15.07s,166.312790,-10d17m28.7s,-10.291301
705,HD 97658,b,11h14m33.16s,168.638184,+25d42m37.4s,25.710384
706,HD 98219,b,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414
707,HD 98649,b,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342
708,HD 99109,b,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076
709,HD 99492,b,11h26m46.28s,171.692825,+03d00m22.8s,3.006328
710,HD 99706,b,11h28m30.21s,172.125885,+43d57m59.7s,43.966579
711,HIP 105854,b,21h26m22.87s,321.595306,-37d49m45.9s,-37.829430
712,HIP 107773,b,21h50m00.12s,327.500519,-64d42m45.1s,-64.712540
713,HIP 109384,b,22h09m37.40s,332.405823,+71d18m51.6s,71.314331
714,HIP 109600,b,22h12m06.25s,333.026062,+29d03m56.9s,29.065811
715,HIP 116454,b,23h35m49.28s,353.955353,+00d26m43.9s,0.445516
716,HIP 12961,b,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611
717,HIP 14810,b,03h11m14.23s,47.809292,+21d05m50.5s,21.097359
718,HIP 14810,c,03h11m14.23s,47.809292,+21d05m50.5s,21.097359
719,HIP 14810,d,03h11m14.23s,47.809292,+21d05m50.5s,21.097359
720,HIP 41378,b,08h26m27.85s,126.616043,+10d04m49.4s,10.080378
721,HIP 41378,c,08h26m27.85s,126.616043,+10d04m49.4s,10.080378
722,HIP 41378,d,08h26m27.85s,126.616043,+10d04m49.4s,10.080378
723,HIP 41378,e,08h26m27.85s,126.616043,+10d04m49.4s,10.080378
724,HIP 41378,f,08h26m27.85s,126.616043,+10d04m49.4s,10.080378
