rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec,con
940,KOI-351,b,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
941,KOI-351,c,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
942,KOI-351,d,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
943,KOI-351,e,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
944,KOI-351,f,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
945,KOI-351,g,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
946,KOI-351,h,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
947,KOI-351,i,18h57m44.04s,18.9622328,+49d18m18.6s,49.305161,DRA
948,KOI-55,b,19h45m25.47s,19.757073666666663,+41d05m33.9s,41.092755,CYG
949,KOI-55,c,19h45m25.47s,19.757073666666663,+41d05m33.9s,41.092755,CYG
950,KOI-94,b,19h49m19.93s,19.8222038,+41d53m28.0s,41.891117,CYG
951,KOI-94,c,19h49m19.93s,19.8222038,+41d53m28.0s,41.891117,CYG
952,KOI-94,d,19h49m19.93s,19.8222038,+41d53m28.0s,41.891117,CYG
953,KOI-94,e,19h49m19.93s,19.8222038,+41d53m28.0s,41.891117,CYG
954,Kapteyn,c,05h11m40.58s,5.194605999999999,-45d01m06.3s,-45.018414,PIC
955,Kepler-10,b,19h02m43.05s,19.04529293333333,+50d14m28.7s,50.241299,DRA
956,Kepler-10,c,19h02m43.05s,19.04529293333333,+50d14m28.7s,50.241299,DRA
957,Kepler-100,b,19h25m32.63s,19.425731933333328,+41d59m25.0s,41.990272999999995,LYR
958,Kepler-100,c,19h25m32.63s,19.425731933333328,+41d59m25.0s,41.990272999999995,LYR
959,Kepler-100,d,19h25m32.63s,19.425731933333328,+41d59m25.0s,41.990272999999995,LYR
960,Kepler-1000,b,19h06m44.53s,19.1123682,+47d05m53.6s,47.098221,LYR
961,Kepler-1001,b,19h05m05.73s,19.084924733333327,+48d37m07.3s,48.618706,DRA
962,Kepler-1002,b,19h32m19.08s,19.538633,+43d04m25.4s,43.073715,CYG
963,Kepler-1003,b,19h28m04.91s,19.4680304,+44d52m34.4s,44.876217,CYG
964,Kepler-1004,b,19h49m26.23s,19.823953266666667,+49d47m51.2s,49.79755,CYG
965,Kepler-1005,b,19h05m08.64s,19.085734266666673,+43d19m13.7s,43.320461,LYR
966,Kepler-1006,b,19h43m00.99s,19.7169418,+42d32m14.9s,42.537476,CYG
967,Kepler-1007,b,19h43m37.57s,19.727103466666666,+45d48m32.8s,45.80912,CYG
968,Kepler-1008,b,19h46m11.41s,19.769835,+44d56m31.0s,44.941933,CYG
969,Kepler-1009,b,18h51m26.38s,18.857328666666664,+42d39m56.8s,42.665764,LYR
970,Kepler-101,b,18h53m01.32s,18.883699266666667,+48d21m18.8s,48.355228000000004,DRA
971,Kepler-101,c,18h53m01.32s,18.883699266666667,+48d21m18.8s,48.355228000000004,DRA
972,Kepler-1010,b,19h16m46.23s,19.279509066666666,+44d08m57.6s,44.149326,CYG
973,Kepler-1011,b,19h49m36.37s,19.82676973333333,+46d49m26.4s,46.824001,CYG
974,Kepler-1012,b,19h17m11.10s,19.286417999999998,+46d27m28.6s,46.457954,CYG
975,Kepler-1013,b,19h20m59.54s,19.349871466666674,+44d26m06.9s,44.435241999999995,CYG
976,Kepler-1014,b,19h00m29.29s,19.008135533333327,+44d06m38.2s,44.11060300000001,LYR
977,Kepler-1015,b,19h31m01.76s,19.517155333333328,+43d25m36.9s,43.42691,CYG
978,Kepler-1016,b,19h38m27.27s,19.640909666666676,+45d59m04.6s,45.984623,CYG
979,Kepler-1016,c,19h38m27.27s,19.640909666666676,+45d59m04.6s,45.984623,CYG
980,Kepler-1017,b,18h53m52.65s,18.897957466666664,+40d07m57.4s,40.132607,LYR
981,Kepler-1018,b,18h54m23.21s,18.9064464,+45d24m28.4s,45.407879,LYR
982,Kepler-1019,b,18h54m52.21s,18.914501733333328,+47d12m16.0s,47.204449,LYR
983,Kepler-102,b,18h45m55.86s,18.7655166,+47d12m28.9s,47.208031,LYR
984,Kepler-102,c,18h45m55.86s,18.7655166,+47d12m28.9s,47.208031,LYR
985,Kepler-102,d,18h45m55.86s,18.7655166,+47d12m28.9s,47.208031,LYR
986,Kepler-102,e,18h45m55.86s,18.7655166,+47d12m28.9s,47.208031,LYR
987,Kepler-102,f,18h45m55.86s,18.7655166,+47d12m28.9s,47.208031,LYR
988,Kepler-1020,b,19h30m41.41s,19.5115034,+46d22m38.7s,46.377421999999996,CYG
989,Kepler-1021,b,19h40m49.18s,19.680327,+42d33m34.9s,42.559681,CYG
990,Kepler-1022,b,19h17m24.48s,19.290133666666666,+46d58m25.4s,46.973728,CYG
991,Kepler-1023,b,19h16m07.14s,19.268649466666666,+49d46m10.9s,49.769707000000004,CYG
992,Kepler-1024,b,19h27m48.24s,19.4633994,+38d15m06.1s,38.251698,LYR
993,Kepler-1025,b,18h58m02.45s,18.967346733333333,+43d57m42.0s,43.961665999999994,LYR
994,Kepler-1026,b,18h54m25.26s,18.907017533333327,+39d59m52.7s,39.99798,LYR
995,Kepler-1027,b,19h10m17.08s,19.171412333333333,+42d48m50.1s,42.813922999999996,LYR
996,Kepler-1028,b,19h18m22.34s,19.306206466666666,+49d46m52.2s,49.78115800000001,CYG
997,Kepler-1029,b,19h28m31.91s,19.475531733333334,+41d32m51.1s,41.54754000000001,CYG
998,Kepler-103,b,19h15m56.29s,19.265636999999998,+40d03m52.3s,40.064521,LYR
999,Kepler-103,c,19h15m56.29s,19.265636999999998,+40d03m52.3s,40.064521,LYR
1000,Kepler-1030,b,19h34m43.66s,19.578794333333327,+45d49m03.2s,45.817559,CYG
1001,Kepler-1031,b,19h44m21.54s,19.739316466666672,+48d57m19.4s,48.955376,CYG
1002,Kepler-1032,b,19h19m43.41s,19.328724800000003,+40d05m51.9s,40.097751,LYR
1003,Kepler-1033,b,18h55m22.83s,18.923009466666667,+44d36m32.7s,44.609093,LYR
1004,Kepler-1034,b,19h04m27.69s,19.074357866666666,+37d58m01.2s,37.966997,LYR
1005,Kepler-1035,b,19h16m10.13s,19.269481666666664,+42d52m57.0s,42.882488,LYR
1006,Kepler-1036,b,19h40m43.59s,19.678775866666665,+49d56m44.8s,49.945786,CYG
1007,Kepler-1037,b,19h45m21.85s,19.756068600000006,+47d10m15.1s,47.170856,CYG
1008,Kepler-1038,b,19h55m53.32s,19.931478933333327,+44d07m56.6s,44.132378,CYG
1009,Kepler-1039,b,19h53m18.38s,19.8884394,+45d18m55.9s,45.315514,CYG
1010,Kepler-104,b,19h10m25.11s,19.1736408,+42d10m00.4s,42.166779,LYR
1011,Kepler-104,c,19h10m25.11s,19.1736408,+42d10m00.4s,42.166779,LYR
1012,Kepler-104,d,19h10m25.11s,19.1736408,+42d10m00.4s,42.166779,LYR
1013,Kepler-1040,b,18h52m27.31s,18.874252266666666,+48d07m53.0s,48.131393,DRA
1014,Kepler-1041,b,19h35m31.62s,19.592117866666676,+49d40m59.4s,49.683155,CYG
1015,Kepler-1042,b,19h14m40.54s,19.244595533333328,+39d49m26.4s,39.824006,LYR
1016,Kepler-1043,b,18h46m39.12s,18.7775322,+47d34m06.9s,47.568584,LYR
1017,Kepler-1044,b,19h32m34.67s,19.542963733333334,+46d39m58.5s,46.666237,CYG
1018,Kepler-1045,b,18h56m43.99s,18.945553066666665,+45d04m26.8s,45.074104,LYR
1019,Kepler-1046,b,19h47m01.38s,19.783717266666667,+46d59m53.8s,46.998290999999995,CYG
1020,Kepler-1047,b,19h14m35.10s,19.2430836,+50d47m20.3s,50.788982,CYG
1021,Kepler-1047,c,19h14m35.10s,19.2430836,+50d47m20.3s,50.788982,CYG
1022,Kepler-1048,b,18h47m35.60s,18.793223466666667,+42d09m56.8s,42.165787,LYR
1023,Kepler-1049,b,19h09m23.22s,19.1564494,+47d46m22.6s,47.772957,CYG
1024,Kepler-105,b,19h11m32.96s,19.192488333333326,+46d16m34.5s,46.276237,LYR
1025,Kepler-105,c,19h11m32.96s,19.192488333333326,+46d16m34.5s,46.276237,LYR
1026,Kepler-1050,b,18h51m42.00s,18.8616664,+48d37m35.0s,48.626391999999996,DRA
1027,Kepler-1050,c,18h51m42.00s,18.8616664,+48d37m35.0s,48.626391999999996,DRA
1028,Kepler-1051,b,19h40m37.95s,19.677207066666668,+40d53m55.9s,40.898849,CYG
1029,Kepler-1052,b,19h41m22.26s,19.6895154,+46d36m08.2s,46.602264,CYG
1030,Kepler-1053,b,19h25m40.47s,19.427909,+39d07m38.7s,39.127415,LYR
1031,Kepler-1054,b,19h22m24.28s,19.373410133333334,+44d33m23.0s,44.556385,CYG
1032,Kepler-1055,b,19h21m56.83s,19.365785266666666,+44d55m57.4s,44.932617,CYG
1033,Kepler-1056,b,19h58m06.24s,19.968398666666666,+46d53m57.3s,46.899260999999996,CYG
1034,Kepler-1057,b,19h49m48.52s,19.830143466666666,+41d33m29.2s,41.558124,CYG
1035,Kepler-1058,b,19h38m22.99s,19.639718866666666,+45d52m30.1s,45.875034,CYG
1036,Kepler-1059,b,19h16m52.85s,19.281347266666668,+41d42m23.3s,41.706486,LYR
1037,Kepler-106,b,20h03m27.35s,20.057598066666667,+44d20m15.2s,44.337555,CYG
1038,Kepler-106,c,20h03m27.35s,20.057598066666667,+44d20m15.2s,44.337555,CYG
1039,Kepler-106,d,20h03m27.35s,20.057598066666667,+44d20m15.2s,44.337555,CYG
1040,Kepler-106,e,20h03m27.35s,20.057598066666667,+44d20m15.2s,44.337555,CYG
1041,Kepler-1060,b,19h04m06.05s,19.068345933333333,+39d37m51.3s,39.630928999999995,LYR
1042,Kepler-1061,b,19h44m55.20s,19.74866693333333,+50d16m30.8s,50.27523,CYG
1043,Kepler-1062,b,18h55m35.86s,18.9266268,+41d13m17.8s,41.221607,LYR
1044,Kepler-1063,b,19h22m06.42s,19.36845,+38d08m34.7s,38.142973,LYR
1045,Kepler-1064,b,19h26m57.99s,19.449442466666667,+37d41m20.2s,37.688934,LYR
1046,Kepler-1065,b,19h38m02.70s,19.634083866666668,+38d47m25.8s,38.790501,CYG
1047,Kepler-1065,c,19h38m02.70s,19.634083866666668,+38d47m25.8s,38.790501,CYG
1048,Kepler-1066,b,19h55m27.98s,19.9244376,+46d30m08.1s,46.502239,CYG
1049,Kepler-1067,b,19h01m32.98s,19.025827266666667,+45d02m56.6s,45.049053,LYR
1050,Kepler-1068,b,19h38m35.56s,19.64321093333333,+46d23m32.5s,46.39236500000001,CYG
1051,Kepler-1069,b,19h23m55.04s,19.398621933333327,+47d59m20.4s,47.989002,CYG
1052,Kepler-107,b,19h48m06.78s,19.8018832,+48d12m31.0s,48.208611,CYG
1053,Kepler-107,c,19h48m06.78s,19.8018832,+48d12m31.0s,48.208611,CYG
1054,Kepler-107,d,19h48m06.78s,19.8018832,+48d12m31.0s,48.208611,CYG
1055,Kepler-107,e,19h48m06.78s,19.8018832,+48d12m31.0s,48.208611,CYG
1056,Kepler-1070,b,19h32m46.89s,19.546358266666672,+49d18m59.4s,49.316502,CYG
1057,Kepler-1071,b,19h32m13.92s,19.537199733333328,+45d14m55.7s,45.248816999999995,CYG
1058,Kepler-1072,b,19h28m10.65s,19.469625333333333,+46d19m44.5s,46.329025,CYG
1059,Kepler-1073,b,19h36m36.65s,19.61018,+38d13m59.0s,38.233048,CYG
1060,Kepler-1073,c,19h36m36.65s,19.61018,+38d13m59.0s,38.233048,CYG
1061,Kepler-1074,b,18h57m54.37s,18.965103000000006,+46d15m09.3s,46.252579,LYR
1062,Kepler-1075,b,19h10m00.28s,19.166745266666666,+47d28m09.4s,47.469269,LYR
1063,Kepler-1076,b,19h10m21.62s,19.1726732,+51d03m38.1s,51.060574,CYG
1064,Kepler-1077,b,19h24m08.07s,19.4022424,+42d16m04.3s,42.26786,LYR
1065,Kepler-1078,b,19h32m48.14s,19.546705933333328,+43d03m00.1s,43.050036999999996,CYG
1066,Kepler-1079,b,19h58m11.88s,19.969966600000006,+45d46m11.1s,45.769753,CYG
1067,Kepler-108,b,19h38m14.20s,19.637277933333333,+46d03m44.4s,46.062325,CYG
1068,Kepler-108,c,19h38m14.20s,19.637277933333333,+46d03m44.4s,46.062325,CYG
1069,Kepler-1080,b,19h45m51.49s,19.764301466666673,+49d10m58.5s,49.182915,CYG
1070,Kepler-1081,b,19h17m46.68s,19.29630133333333,+41d19m03.9s,41.317757,LYR
1071,Kepler-1082,b,19h17m26.08s,19.290578133333334,+50d35m54.5s,50.598484,CYG
1072,Kepler-1083,b,18h52m38.87s,18.8774634,+45d11m53.9s,45.198315,LYR
1073,Kepler-1084,b,19h20m24.47s,19.3401314,+48d15m04.1s,48.251137,CYG
1074,Kepler-1085,b,19h09m54.64s,19.165176533333334,+46d08m28.3s,46.141186,LYR
1075,Kepler-1086,b,19h41m00.28s,19.683410333333327,+45d50m34.7s,45.842971999999996,CYG
1076,Kepler-1086,c,19h41m00.28s,19.683410333333327,+45d50m34.7s,45.842971999999996,CYG
1077,Kepler-1087,b,19h39m54.92s,19.665255,+46d00m20.4s,46.005653,CYG
1078,Kepler-1088,b,18h46m14.75s,18.770763533333326,+42d27m01.8s,42.450503999999995,LYR
1079,Kepler-1089,b,19h24m22.26s,19.4061828,+49d11m24.2s,49.19005900000001,CYG
1080,Kepler-109,b,19h21m34.25s,19.359514733333327,+40d17m05.5s,40.284875,LYR
1081,Kepler-109,c,19h21m34.25s,19.359514733333327,+40d17m05.5s,40.284875,LYR
1082,Kepler-1090,b,19h42m39.09s,19.71085813333333,+44d31m33.0s,44.525845000000004,CYG
1083,Kepler-1091,b,19h59m08.51s,19.985697666666667,+43d40m14.7s,43.67075300000001,CYG
1084,Kepler-1092,b,19h50m53.55s,19.848209333333333,+47d06m45.6s,47.112659,CYG
1085,Kepler-1093,b,18h59m54.72s,18.9985342,+41d25m12.6s,41.420165999999995,LYR
1086,Kepler-1093,c,18h59m54.72s,18.9985342,+41d25m12.6s,41.420165999999995,LYR
1087,Kepler-1094,b,19h29m12.30s,19.4867502,+38d16m01.3s,38.267041,CYG
1088,Kepler-1095,b,19h33m02.99s,19.5508298,+41d21m54.4s,41.365114,CYG
1089,Kepler-1096,b,19h38m50.25s,19.647292,+45d58m10.2s,45.969501,CYG
1090,Kepler-1097,b,18h46m22.60s,18.7729432,+42d35m47.1s,42.596416,LYR
1091,Kepler-1098,b,19h42m00.65s,19.70018033333333,+43d13m58.1s,43.232796,CYG
1092,Kepler-1099,b,19h14m59.99s,19.249997466666674,+48d16m37.8s,48.277176000000004,CYG
1093,Kepler-11,b,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1094,Kepler-11,c,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1095,Kepler-11,d,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1096,Kepler-11,e,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1097,Kepler-11,f,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1098,Kepler-11,g,19h48m27.63s,19.807674866666666,+41d54m32.9s,41.909138,CYG
1099,Kepler-110,b,19h31m42.99s,19.528608866666673,+48d36m10.1s,48.602814,CYG
1100,Kepler-110,c,19h31m42.99s,19.528608866666673,+48d36m10.1s,48.602814,CYG
1101,Kepler-1100,b,19h27m29.13s,19.4580904,+44d05m14.6s,44.087376,CYG
1102,Kepler-1101,b,19h38m16.65s,19.6379586,+45d40m16.5s,45.671257000000004,CYG
1103,Kepler-1102,b,18h45m17.42s,18.754837666666667,+48d03m59.4s,48.066505,DRA
1104,Kepler-1103,b,19h09m31.70s,19.158806,+49d27m08.6s,49.452396,CYG
1105,Kepler-1104,b,19h37m52.45s,19.631236933333334,+49d19m51.7s,49.331024,CYG
1106,Kepler-1105,b,18h44m26.82s,18.740784733333328,+42d27m17.8s,42.454931,LYR
1107,Kepler-1106,b,19h24m34.85s,19.409680066666667,+44d03m45.2s,44.06254600000001,CYG
1108,Kepler-1107,b,19h24m11.98s,19.403328466666668,+39d08m30.0s,39.141674,LYR
1109,Kepler-1108,b,19h44m10.16s,19.736155933333336,+45d59m06.5s,45.985146,CYG
1110,Kepler-1109,b,19h26m35.10s,19.44308293333333,+39d23m47.8s,39.396623999999996,LYR
1111,Kepler-111,b,19h26m36.76s,19.443544666666668,+44d41m17.8s,44.688274,CYG
1112,Kepler-111,c,19h26m36.76s,19.443544666666668,+44d41m17.8s,44.688274,CYG
1113,Kepler-1110,b,19h27m13.93s,19.453868133333334,+38d37m21.7s,38.622703,LYR
1114,Kepler-1111,b,19h41m51.21s,19.697558133333327,+45d48m45.9s,45.812744,CYG
1115,Kepler-1112,b,19h47m52.52s,19.797921,+47d45m05.4s,47.751488,CYG
1116,Kepler-1113,b,19h17m37.61s,19.293779666666666,+39d20m19.8s,39.33883400000001,LYR
1117,Kepler-1114,b,19h56m56.86s,19.949128866666676,+45d50m04.9s,45.834697999999996,CYG
1118,Kepler-1115,b,19h39m58.03s,19.666118133333327,+40d08m39.9s,40.144409,CYG
1119,Kepler-1116,b,19h27m44.08s,19.462243666666666,+44d06m55.8s,44.115505,CYG
1120,Kepler-1117,b,19h28m20.35s,19.472318666666666,+49d14m14.9s,49.23748,CYG
1121,Kepler-1118,b,19h59m51.76s,19.997710933333334,+44d09m39.2s,44.160896,CYG
1122,Kepler-1119,b,19h48m04.59s,19.8012754,+44d19m39.1s,44.327521999999995,CYG
1123,Kepler-112,b,19h47m55.44s,19.798733933333327,+43d12m35.1s,43.209751000000004,CYG
1124,Kepler-112,c,19h47m55.44s,19.798733933333327,+43d12m35.1s,43.209751000000004,CYG
1125,Kepler-1120,b,19h23m39.48s,19.394298866666666,+42d17m11.7s,42.286578999999996,LYR
1126,Kepler-1121,b,19h51m08.79s,19.8524404,+47d53m10.1s,47.886127,CYG
1127,Kepler-1122,b,19h13m07.33s,19.218702333333333,+46d20m27.3s,46.340903999999995,LYR
1128,Kepler-1123,b,19h38m04.24s,19.634511133333334,+50d40m13.4s,50.670398999999996,CYG
1129,Kepler-1124,b,19h06m22.63s,19.106284866666666,+37d53m28.6s,37.891265999999995,LYR
1130,Kepler-1125,b,19h41m55.49s,19.6987482,+40d43m55.1s,40.73198,CYG
1131,Kepler-1126,b,19h02m46.08s,19.0461328,+45d41m21.8s,45.689396,LYR
1132,Kepler-1127,b,19h32m52.17s,19.547825600000003,+42d43m14.5s,42.720707,CYG
1133,Kepler-1128,b,19h32m15.20s,19.537555866666665,+39d24m12.4s,39.403444,CYG
1134,Kepler-1129,b,19h26m25.08s,19.440299666666668,+41d18m33.7s,41.309360999999996,LYR
1135,Kepler-1129,c,19h26m25.08s,19.440299666666668,+41d18m33.7s,41.309360999999996,LYR
1136,Kepler-113,b,19h11m59.49s,19.199858866666666,+50d56m39.6s,50.944332,CYG
1137,Kepler-113,c,19h11m59.49s,19.199858866666666,+50d56m39.6s,50.944332,CYG
1138,Kepler-1130,b,19h00m49.80s,19.013832333333333,+45d23m03.7s,45.38435,LYR
1139,Kepler-1131,b,19h42m36.36s,19.710099600000003,+49d15m40.7s,49.261295000000004,CYG
1140,Kepler-1132,b,19h05m28.19s,19.091164199999998,+48d25m26.2s,48.423935,DRA
1141,Kepler-1133,b,19h33m17.38s,19.554826933333327,+42d52m02.9s,42.867470000000004,CYG
1142,Kepler-1134,b,19h42m16.32s,19.704532133333327,+42d28m41.8s,42.478287,CYG
1143,Kepler-1135,b,19h04m00.71s,19.066864533333334,+44d45m23.7s,44.756592,LYR
1144,Kepler-1136,b,18h56m25.87s,18.94051973333333,+44d14m44.9s,44.245808000000004,LYR
1145,Kepler-1137,b,19h08m31.27s,19.142018133333334,+48d39m55.3s,48.665375,CYG
1146,Kepler-1138,b,19h03m35.82s,19.059949466666666,+48d18m26.3s,48.307301,DRA
1147,Kepler-1139,b,19h11m46.95s,19.196374466666665,+39d13m50.0s,39.230568,LYR
1148,Kepler-114,b,19h36m29.14s,19.608094733333328,+48d20m58.3s,48.349525,CYG
1149,Kepler-114,c,19h36m29.14s,19.608094733333328,+48d20m58.3s,48.349525,CYG
1150,Kepler-114,d,19h36m29.14s,19.608094733333328,+48d20m58.3s,48.349525,CYG
1151,Kepler-1140,b,18h46m46.56s,18.779598733333334,+46d56m47.2s,46.946449,LYR
1152,Kepler-1141,b,19h22m10.47s,19.369576333333328,+47d43m33.2s,47.72588,CYG
1153,Kepler-1142,b,19h30m51.46s,19.514295666666676,+44d04m56.4s,44.082336,CYG
1154,Kepler-1143,b,19h09m12.68s,19.1535214,+39d17m22.9s,39.289688,LYR
1155,Kepler-1143,c,19h09m12.68s,19.1535214,+39d17m22.9s,39.289688,LYR
1156,Kepler-1144,b,19h20m10.39s,19.336219533333328,+47d15m28.7s,47.257977000000004,CYG
1157,Kepler-1145,b,19h41m13.96s,19.687210733333327,+43d02m39.9s,43.044415,CYG
1158,Kepler-1146,b,19h06m51.99s,19.11444173333333,+47d25m32.3s,47.42563300000001,LYR
1159,Kepler-1147,b,19h30m11.41s,19.503169133333333,+41d38m34.6s,41.642956,CYG
1160,Kepler-1148,b,19h23m48.85s,19.3969038,+45d43m10.3s,45.719536,CYG
1161,Kepler-1149,b,19h36m45.42s,19.612617333333333,+45d09m05.7s,45.151577,CYG
1162,Kepler-115,b,19h50m50.84s,19.8474566,+45d15m42.9s,45.261925,CYG
1163,Kepler-115,c,19h50m50.84s,19.8474566,+45d15m42.9s,45.261925,CYG
1164,Kepler-1150,b,19h46m53.88s,19.7816328,+49d31m57.8s,49.532715,CYG
1165,Kepler-1151,b,19h28m59.47s,19.4831862,+47d52m42.4s,47.878452,CYG
1166,Kepler-1152,b,19h21m44.17s,19.362268866666668,+44d06m27.5s,44.107651000000004,CYG
1167,Kepler-1153,b,19h16m35.33s,19.276481133333334,+45d51m58.2s,45.866181,CYG
1168,Kepler-1154,b,19h49m54.51s,19.831808466666665,+39d52m38.1s,39.877247,CYG
1169,Kepler-1154,c,19h49m54.51s,19.831808466666665,+39d52m38.1s,39.877247,CYG
1170,Kepler-1155,b,19h15m16.94s,19.254705800000004,+39d31m22.2s,39.522827,LYR
1171,Kepler-1156,b,19h15m41.77s,19.2616016,+46d03m27.5s,46.057632,CYG
1172,Kepler-1157,b,18h52m29.05s,18.874736600000002,+43d31m32.3s,43.525642,LYR
1173,Kepler-1158,b,19h28m56.15s,19.482263066666672,+41d34m30.8s,41.575213,CYG
1174,Kepler-1159,b,19h37m03.92s,19.617755666666667,+45d12m15.5s,45.204315,CYG
1175,Kepler-116,b,19h38m58.10s,19.649471333333327,+43d32m12.6s,43.536834999999996,CYG
1176,Kepler-116,c,19h38m58.10s,19.649471333333327,+43d32m12.6s,43.536834999999996,CYG
1177,Kepler-1160,b,19h11m31.05s,19.19195893333333,+43d21m50.7s,43.364075,LYR
1178,Kepler-1161,b,19h56m18.50s,19.938473533333326,+45d26m26.3s,45.44064,CYG
1179,Kepler-1162,b,18h53m10.11s,18.886142,+45d26m02.8s,45.434115999999996,LYR
1180,Kepler-1163,b,19h20m56.60s,19.3490562,+50d01m48.3s,50.030087,CYG
1181,Kepler-1164,b,19h10m07.11s,19.168642266666666,+38d53m40.2s,38.894513,LYR
1182,Kepler-1165,b,19h07m53.10s,19.1314178,+44d42m29.9s,44.708302,LYR
1183,Kepler-1166,b,19h21m23.64s,19.356567933333334,+50d54m10.3s,50.902854999999995,CYG
1184,Kepler-1167,b,19h53m12.65s,19.886847600000007,+47d41m38.5s,47.694023,CYG
1185,Kepler-1168,b,19h09m11.45s,19.1531796,+47d27m19.6s,47.455436999999996,LYR
1186,Kepler-1169,b,19h39m38.78s,19.660771533333328,+46d29m29.3s,46.491463,CYG
1187,Kepler-117,b,19h15m10.33s,19.252869133333334,+48d02m24.8s,48.04023400000001,CYG
1188,Kepler-117,c,19h15m10.33s,19.252869133333334,+48d02m24.8s,48.04023400000001,CYG
1189,Kepler-1170,b,19h28m40.46s,19.47790533333333,+43d46m46.8s,43.779675,CYG
1190,Kepler-1171,b,19h39m50.14s,19.663928333333327,+38d35m29.7s,38.59157800000001,CYG
1191,Kepler-1172,b,19h21m53.88s,19.364967133333327,+37d45m59.8s,37.766597999999995,LYR
1192,Kepler-1173,b,19h32m31.46s,19.542073000000002,+45d39m48.8s,45.663548,CYG
1193,Kepler-1174,b,18h47m19.55s,18.788763000000007,+42d17m56.1s,42.298916,LYR
1194,Kepler-1175,b,19h16m34.25s,19.276180133333334,+46d48m46.4s,46.812897,CYG
1195,Kepler-1176,b,19h51m40.73s,19.8613152,+45d16m27.0s,45.274162,CYG
1196,Kepler-1177,b,19h06m41.14s,19.111429133333328,+49d24m22.6s,49.406288,DRA
1197,Kepler-1178,b,19h13m49.45s,19.230404133333334,+45d48m07.6s,45.802124,CYG
1198,Kepler-1179,b,18h56m23.43s,18.939842666666667,+47d48m38.3s,47.810638,DRA
1199,Kepler-118,b,19h56m51.16s,19.947544266666668,+41d25m29.4s,41.424824,CYG
1200,Kepler-118,c,19h56m51.16s,19.947544266666668,+41d25m29.4s,41.424824,CYG
1201,Kepler-1180,b,19h43m33.00s,19.725834000000006,+43d09m21.8s,43.156063,CYG
1202,Kepler-1181,b,19h18m59.36s,19.316487600000002,+39d31m24.5s,39.523468,LYR
1203,Kepler-1182,b,19h45m13.91s,19.753863266666666,+43d49m16.9s,43.82135,CYG
1204,Kepler-1183,b,19h28m55.78s,19.482161666666666,+38d53m32.0s,38.892222,CYG
1205,Kepler-1184,b,19h25m07.69s,19.418803666666665,+46d57m57.6s,46.965996000000004,CYG
1206,Kepler-1185,b,19h08m57.88s,19.1494116,+39d19m57.9s,39.332757,LYR
1207,Kepler-1186,b,19h13m55.11s,19.231976066666668,+47d06m06.4s,47.101768,CYG
1208,Kepler-1187,b,19h07m34.08s,19.126133666666664,+38d19m06.8s,38.318556,LYR
1209,Kepler-1188,b,18h52m24.92s,18.873589199999998,+43d08m53.0s,43.148045,LYR
1210,Kepler-1189,b,19h53m42.32s,19.895089533333334,+47d56m48.4s,47.946785,CYG
1211,Kepler-119,b,19h43m47.14s,19.729761399999997,+42d39m32.1s,42.658924,CYG
1212,Kepler-119,c,19h43m47.14s,19.729761399999997,+42d39m32.1s,42.658924,CYG
1213,Kepler-1190,b,18h59m59.91s,18.999974733333328,+49d28m47.9s,49.47997700000001,DRA
1214,Kepler-1191,b,19h26m37.87s,19.44385173333333,+48d00m33.5s,48.009315,CYG
1215,Kepler-1192,b,18h48m33.74s,18.809371066666667,+43d53m47.7s,43.89658,LYR
1216,Kepler-1193,b,19h12m34.74s,19.209650600000003,+51d16m32.3s,51.275627,CYG
1217,Kepler-1194,b,19h26m47.89s,19.446635866666664,+38d08m43.0s,38.145265,LYR
1218,Kepler-1195,b,18h57m24.26s,18.956739133333333,+40d51m10.7s,40.852979,LYR
1219,Kepler-1196,b,19h29m28.69s,19.491304066666665,+43d54m38.9s,43.910809,CYG
1220,Kepler-1197,b,19h26m40.63s,19.444618133333336,+42d35m26.6s,42.590709999999994,LYR
1221,Kepler-1198,b,19h15m20.16s,19.25560053333333,+44d50m17.7s,44.838249,CYG
1222,Kepler-1199,b,19h34m54.21s,19.581724800000003,+47d14m49.4s,47.247044,CYG
1223,Kepler-12,b,19h04m58.42s,19.082895,+50d02m25.4s,50.040382,DRA
1224,Kepler-120,b,19h11m33.99s,19.192775466666664,+39d20m20.8s,39.339124,LYR
1225,Kepler-120,c,19h11m33.99s,19.192775466666664,+39d20m20.8s,39.339124,LYR
1226,Kepler-1200,b,19h46m24.83s,19.7735634,+44d07m45.3s,44.129257,CYG
